flightNumber;plane;dep_date;dep_time;dep_airport_name;dep_airport_code;dep_weather_min;dep_weather_max;dep_weather_desc;dep_door;arr_date;arr_time;arr_airport_name;arr_weather_min;arr_weather_max;arr_weather_desc;arr_belt;new_dep_status;new_arr_status;time_difference;time_difference_minutes;delayed
IBE0930S; AIRBUS A320;13/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J54;13/04/18;10:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;0;Despego;Aterrizo;0 days 01:13:00;73;1
AVA6078; AIRBUS A320;13/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J54;13/04/18;10:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:13:00;73;1
VLG9742; AIRBUS A320;13/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J54;13/04/18;10:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:13:00;73;1
AAL8733; AIRBUS A320;13/04/18;9:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J54;13/04/18;10:45;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:13:00;73;1
VLG9460; AIRBUS A320;13/04/18;9:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J52;13/04/18;11:10;BARCELONA-EL PRAT;12;17;Lluvia moderada;15;Despego;Aterrizo;0 days 01:14:00;74;1
VLG2011; 32B;13/04/18;9:30;GRANADA-JAÉN F.G.L.;GRX;5;17;Lluvia; - ;13/04/18;10:55;BARCELONA-EL PRAT;12;17;Lluvia moderada;6;Despego;Aterrizo;0 days 01:13:00;73;1
IBE8641; BOMBARDIER CRJ-1000;13/04/18;9:55;GRANADA-JAÉN F.G.L.;GRX;5;17;Lluvia;1;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 01:00:00;60;1
IBB651; ATR-42/72;13/04/18;9:30;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;10:00;LA GOMERA;16;23;Nubosidad variable; - ;Despego;Aterrizo;0 days 00:25:00;25;0
AEA7311; EMBRAER ERJ-195;13/04/18;8:50;VIGO;VGO;6;15;Chubascos dispersos;7;13/04/18;10:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;9;Despego;Aterrizo;0 days 01:17:00;77;1
IBE8987; CANADAIR CRJ-900;13/04/18;10:20;VALENCIA;VLC;11;21;Nubosidad variable;R58;13/04/18;11:20;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 00:49:00;49;1
AEA5002; ATR-72;13/04/18;10:35;MELILLA;MLN;12;18;Chubascos dispersos;2;13/04/18;11:25;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;31;Despego;Aterrizo;0 days 00:54:00;54;0
AEA6156; BOEING 737-800 WINGLETS;13/04/18;10:15;PALMA DE MALLORCA;PMI;12;17;Lluvia;D82;13/04/18;11:05;BARCELONA-EL PRAT;12;17;Lluvia moderada;1;Despego;Aterrizo;0 days 00:49:00;49;1
AEA4024; ATR-72;13/04/18;10:25;PALMA DE MALLORCA;PMI;12;17;Lluvia;B30;13/04/18;11:35;ALICANTE-ELCHE;11;18;Nubosidad variable;10B;Despego;Aterrizo;0 days 01:08:00;68;0
IBS9525; AIRBUS A320;13/04/18;10:15;BILBAO;BIO;7;17;Lluvia;4;13/04/18;11:30;PALMA DE MALLORCA;12;17;Lluvia;10;Despego;Aterrizo;0 days 01:18:00;78;0
CNF418; ATR-72;13/04/18;9:45;TENERIFE NORTE;TFN;17;22;Nubosidad variable;1;13/04/18;10:15;LA PALMA;16;21;Cubierto de nubes altas y medias;2;Despego;Aterrizo;0 days 00:31:00;31;0
IBB609; ATR-72;13/04/18;10:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;10:30;LA PALMA;16;21;Cubierto de nubes altas y medias;4;Despego;Aterrizo;0 days 00:29:00;29;0
IBE8792; ATR-72;13/04/18;9:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K96;13/04/18;10:45;MELILLA;12;18;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:41:00;101;1
AEA9447; ATR-72;13/04/18;9:20;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A07;13/04/18;10:05;LANZAROTE;17;22;Nubosidad variable;C1;Despego;Aterrizo;0 days 00:45:00;45;0
IBB123; ATR-72;13/04/18;9:30;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A08;13/04/18;10:10;TENERIFE SUR;17;22;Nubosidad variable;A5;Despego;Aterrizo;0 days 00:37:00;37;0
IBB210; ATR-72;13/04/18;9:55;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A15;13/04/18;10:40;FUERTEVENTURA;16;22;Nubosidad variable;14;Despego;Aterrizo;0 days 00:37:00;37;0
IBB109; BOMBARDIER CRJ-1000;13/04/18;10:00;GRAN CANARIA;LPA;16;21;Cubierto de nubes altas y medias;A09;13/04/18;10:30;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:27:00;27;0
VLG1292; 32A;13/04/18;9:25;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A14;13/04/18;11:10;A CORUÑA;10;15;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:36:00;96;0
AEA7233; EMBRAER ERJ-195;13/04/18;10:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E72;13/04/18;11:25;A CORUÑA;10;15;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:12:00;72;0
VLG2609; AIRBUS A320;13/04/18;8:50;BILBAO;BIO;7;17;Lluvia;4;13/04/18;10:20;MALAGA-COSTA DEL SOL;8;16;Chubascos dispersos;38;Despego;Aterrizo;0 days 01:25:00;85;0
VLG3916; AIRBUS A320;13/04/18;8:40;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;B53;13/04/18;9:35;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 00:41:00;41;1
IBE0931; AIRBUS A321;13/04/18;9:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A02;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:06:00;66;0
CPA1834; AIRBUS A321;13/04/18;9:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A02;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:06:00;66;0
VLG9743; AIRBUS A321;13/04/18;9:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A02;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:06:00;66;0
IBE0931S; AIRBUS A321;13/04/18;9:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A02;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:06:00;66;0
AAL8668; AIRBUS A321;13/04/18;9:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A02;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;8;Despego;Aterrizo;0 days 01:06:00;66;0
VLG9450; AIRBUS A320;13/04/18;9:45;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A01;13/04/18;11:10;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;14;Despego;Aterrizo;0 days 01:16:00;76;1
AEA7156; EMBRAER ERJ-195;13/04/18;8:40;BILBAO;BIO;7;17;Lluvia;2;13/04/18;9:45;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;18;Despego;Aterrizo;0 days 01:05:00;65;1
IBE8441; CANADAIR CRJ-200;13/04/18;10:55;IBIZA;IBZ;13;17;Lluvia débil;5;13/04/18;11:40;VALENCIA;11;21;Nubosidad variable;1;Despego;Aterrizo;0 days 00:30:00;30;0
IBB505; ATR-72;13/04/18;9:30;LANZAROTE;ACE;17;22;Nubosidad variable;P4;13/04/18;10:15;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;11;Despego;Aterrizo;0 days 00:55:00;55;0
IBK6360; BOEING 737-800 WINGLETS;13/04/18;6:30;TENERIFE SUR;TFS;17;22;Nubosidad variable;1;13/04/18;10:40;BILBAO;7;17;Lluvia;5;Despego;Aterrizo;0 days 04:09:00;249;0
VLG1440; 32A;13/04/18;9:55;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A16;13/04/18;11:10;BILBAO;7;17;Lluvia;2;Despego;Aterrizo;0 days 01:12:00;72;0
IBB612; ATR-42/72;13/04/18;10:00;LA PALMA;SPC;16;21;Cubierto de nubes altas y medias;6;13/04/18;10:30;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:34:00;34;0
IBS3942; AIRBUS A321;13/04/18;8:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;H28;13/04/18;10:35;TENERIFE NORTE;17;22;Nubosidad variable;5;Despego;Aterrizo;0 days 01:33:00;93;1
AEA9156; AIRBUS A330-200;13/04/18;7:05;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;D58;13/04/18;9:00;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;16;Despego;Aterrizo;0 days 01:41:00;101;0
IBB501; BOMBARDIER CRJ-1000;13/04/18;8:15;LANZAROTE;ACE;17;22;Nubosidad variable;P4;13/04/18;9:00;GRAN CANARIA;16;21;Cubierto de nubes altas y medias;12;Despego;Aterrizo;0 days 00:43:00;43;0
RYR2051; BOEING 737-800 WINGLETS;13/04/18;8:35;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;C36;13/04/18;10:10;PALMA DE MALLORCA;12;17;Lluvia;18;Despego;Aterrizo;0 days 01:35:00;95;1
VLG3924; 32A;13/04/18;9:35;BARCELONA-EL PRAT;BCN;12;17;Lluvia moderada;A08;13/04/18;10:30;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 00:47:00;47;0
IBB651; ATR-42/72;13/04/18;9:30;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;10:00;LA GOMERA;16;23;Chubascos dispersos; - ;Despego;Aterrizo;0 days 00:25:00;25;0
IBE8533; BOMBARDIER CRJ-1000;13/04/18;10:25;PAMPLONA;PNA;5;15;Lluvia;2;13/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 00:55:00;55;1
VLG1703; 32A;13/04/18;9:55;VIGO;VGO;6;15;Chubascos dispersos;3;13/04/18;11:35;BARCELONA-EL PRAT;12;17;Lluvia;7;Despego;Aterrizo;0 days 01:33:00;93;1
VLG3916; AIRBUS A320;13/04/18;8:40;BARCELONA-EL PRAT;BCN;12;17;Lluvia;B53;13/04/18;9:35;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 00:41:00;41;1
VLG9450; AIRBUS A320;13/04/18;9:45;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A01;13/04/18;11:10;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;14;Despego;Aterrizo;0 days 01:16:00;76;1
VLG1251; AIRBUS A320;13/04/18;10:20;BARCELONA-EL PRAT;BCN;12;17;Lluvia;B44;13/04/18;11:50;ALMERIA;8;17;Chubascos dispersos;3;Despego;Aterrizo;0 days 01:37:00;97;1
RYR7216; BOEING 737-800 WINGLETS;13/04/18;11:20;VALENCIA;VLC;11;21;Nubosidad variable;C11;13/04/18;12:05;IBIZA;13;17;Nuboso a muy nuboso;4;Despego;Aterrizo;0 days 00:39:00;39;0
CNF418; ATR-72;13/04/18;9:45;TENERIFE NORTE;TFN;17;22;Nubosidad variable;1;13/04/18;10:15;LA PALMA;16;21;Nubosidad variable;2;Despego;Aterrizo;0 days 00:31:00;31;0
IBB422; ATR-42/72;13/04/18;10:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4C;13/04/18;10:50;FUERTEVENTURA;16;22;Nubosidad variable;13;Despego;Aterrizo;0 days 00:50:00;50;0
IBB120; BOMBARDIER CRJ-1000;13/04/18;10:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;10:30;GRAN CANARIA;16;21;Nubosidad variable;12;Despego;Aterrizo;0 days 00:42:00;42;1
IBB609; ATR-72;13/04/18;10:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;2;13/04/18;10:30;LA PALMA;16;21;Nubosidad variable;4;Despego;Aterrizo;0 days 00:29:00;29;0
IBB468; ATR-42/72;13/04/18;10:10;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4;13/04/18;10:55;LANZAROTE;17;22;Nubosidad variable;C1;Despego;Aterrizo;0 days 00:48:00;48;0
IBB659; ATR-42/72;13/04/18;10:10;TENERIFE NORTE;TFN;17;22;Nubosidad variable;3;13/04/18;10:50;EL HIERRO;14;17;Chubascos dispersos;1;Despego;Aterrizo;0 days 00:37:00;37;0
AEA9416; ATR-72;13/04/18;10:20;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4B;13/04/18;10:45;GRAN CANARIA;16;21;Nubosidad variable;13;Despego;Aterrizo;0 days 00:41:00;41;0
AEA5002; ATR-72;13/04/18;10:35;MELILLA;MLN;12;18;Chubascos dispersos;2;13/04/18;11:25;MALAGA-COSTA DEL SOL;8;16;Tormentas localmente fuertes;31;Despego;Aterrizo;0 days 00:54:00;54;0
IBE8273; ATR-72;13/04/18;10:40;MELILLA;MLN;12;18;Chubascos dispersos;3;13/04/18;11:30;MALAGA-COSTA DEL SOL;8;16;Tormentas localmente fuertes;32;Despego;Aterrizo;0 days 00:50:00;50;1
IBE8263; ATR-72;13/04/18;11:15;MELILLA;MLN;12;18;Chubascos dispersos;2;13/04/18;12:05;MALAGA-COSTA DEL SOL;8;16;Tormentas localmente fuertes;31;Despego;Aterrizo;0 days 00:45:00;45;1
AEA6156; BOEING 737-800 WINGLETS;13/04/18;10:15;PALMA DE MALLORCA;PMI;12;17;Lluvia;D82;13/04/18;11:05;BARCELONA-EL PRAT;12;17;Lluvia;1;Despego;Aterrizo;0 days 00:49:00;49;1
AEA6030; EMBRAER ERJ-195;13/04/18;10:30;PALMA DE MALLORCA;PMI;12;17;Lluvia;D80;13/04/18;11:55;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;18;Despego;Aterrizo;0 days 01:28:00;88;1
AEA5201; EMBRAER ERJ-195;13/04/18;10:40;PALMA DE MALLORCA;PMI;12;17;Lluvia;D84;13/04/18;12:05;GRANADA-JAÉN F.G.L.;5;17;Chubascos dispersos;3;Despego;Aterrizo;0 days 01:29:00;89;1
IBK6360; BOEING 737-800 WINGLETS;13/04/18;6:30;TENERIFE SUR;TFS;17;22;Nubosidad variable;1;13/04/18;10:40;BILBAO;7;17;Lluvia moderada;5;Despego;Aterrizo;0 days 04:09:00;249;0
VLG3275; AIRBUS A320;13/04/18;6:45;GRAN CANARIA;LPA;16;21;Nubosidad variable;B02;13/04/18;10:45;BILBAO;7;17;Lluvia moderada;5;Despego;Aterrizo;0 days 04:03:00;243;1
VLG3803; 32A;13/04/18;9:20;MENORCA;MAH;12;17;Lluvia débil;6;13/04/18;10:50;BILBAO;7;17;Lluvia moderada;3;Despego;Aterrizo;0 days 01:29:00;89;1
VLG1440; 32A;13/04/18;9:55;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A16;13/04/18;11:10;BILBAO;7;17;Lluvia moderada;2;Despego;Aterrizo;0 days 01:12:00;72;0
VLG1292; 32A;13/04/18;9:25;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A14;13/04/18;11:10;A CORUÑA;10;15;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:36:00;96;0
IBE8641; BOMBARDIER CRJ-1000;13/04/18;9:55;GRANADA-JAÉN F.G.L.;GRX;5;17;Chubascos dispersos;1;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 01:01:00;61;1
IBE8441; CANADAIR CRJ-200;13/04/18;10:55;IBIZA;IBZ;13;17;Nuboso a muy nuboso;5;13/04/18;11:40;VALENCIA;11;21;Nubosidad variable;1;Despego;Aterrizo;0 days 00:30:00;30;0
VLG1671; 32A;13/04/18;10:15;SANTIAGO;SCQ;10;15;Chubascos dispersos;3;13/04/18;11:55;BARCELONA-EL PRAT;12;17;Lluvia;8;Despego;Aterrizo;0 days 01:39:00;99;1
IBB505; ATR-72;13/04/18;9:30;LANZAROTE;ACE;17;22;Nubosidad variable;P4;13/04/18;10:15;GRAN CANARIA;16;21;Nubosidad variable;11;Despego;Aterrizo;0 days 00:55:00;55;0
IBS3835; AIRBUS A321;13/04/18;6:40;GRAN CANARIA;LPA;16;21;Nubosidad variable;C03;13/04/18;10:20;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;15;Despego;Aterrizo;0 days 03:43:00;223;1
IBE8595; BOMBARDIER CRJ-1000;13/04/18;10:40;ALMERIA;LEI;8;17;Chubascos dispersos;3;13/04/18;11:50;MADRID-BARAJAS ADOLFO SUÁREZ;6;14;Chubascos dispersos;19;Despego;Aterrizo;0 days 01:11:00;71;1
EVE1601; 32A;13/04/18;11:00;SEVILLA;SVQ;8;17;Chubascos dispersos;5;13/04/18;12:20;SANTIAGO;10;15;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:15:00;75;0
CNF804; ATR-72;13/04/18;9:15;FUERTEVENTURA;FUE;16;22;Nubosidad variable;12;13/04/18;9:55;GRAN CANARIA;16;21;Nubosidad variable;13;Despego;Aterrizo;0 days 00:44:00;44;1
IBB237; ATR-42/72;13/04/18;9:20;FUERTEVENTURA;FUE;16;22;Nubosidad variable;16;13/04/18;10:00;GRAN CANARIA;16;21;Nubosidad variable;12;Despego;Aterrizo;0 days 00:36:00;36;0
IBB209; ATR-72;13/04/18;10:20;FUERTEVENTURA;FUE;16;22;Nubosidad variable;4;13/04/18;11:00;GRAN CANARIA;16;21;Nubosidad variable;11;Despego;Aterrizo;0 days 00:46:00;46;1
AEA9415; ATR-72;13/04/18;9:10;GRAN CANARIA;LPA;16;21;Nubosidad variable;A11;13/04/18;9:40;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:33:00;33;1
AEA9447; ATR-72;13/04/18;9:20;GRAN CANARIA;LPA;16;21;Nubosidad variable;A07;13/04/18;10:05;LANZAROTE;17;22;Nubosidad variable;C1;Despego;Aterrizo;0 days 00:45:00;45;0
IBB123; ATR-72;13/04/18;9:30;GRAN CANARIA;LPA;16;21;Nubosidad variable;A08;13/04/18;10:10;TENERIFE SUR;17;22;Nubosidad variable;A5;Despego;Aterrizo;0 days 00:37:00;37;0
IBB210; ATR-72;13/04/18;9:55;GRAN CANARIA;LPA;16;21;Nubosidad variable;A15;13/04/18;10:40;FUERTEVENTURA;16;22;Nubosidad variable;14;Despego;Aterrizo;0 days 00:37:00;37;0
IBB109; BOMBARDIER CRJ-1000;13/04/18;10:00;GRAN CANARIA;LPA;16;21;Nubosidad variable;A09;13/04/18;10:30;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:27:00;27;0
CNF809; ATR-72;13/04/18;10:25;GRAN CANARIA;LPA;16;21;Nubosidad variable;A13;13/04/18;11:05;FUERTEVENTURA;16;22;Nubosidad variable;14;Despego;Aterrizo;0 days 00:39:00;39;0
CNF721; ATR-72;13/04/18;10:25;GRAN CANARIA;LPA;16;21;Nubosidad variable;A07;13/04/18;11:10;LANZAROTE;17;22;Nubosidad variable;C2;Despego;Aterrizo;0 days 00:45:00;45;1
IBB612; ATR-42/72;13/04/18;10:00;LA PALMA;SPC;16;21;Nubosidad variable;6;13/04/18;10:30;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:34:00;34;0
VLG9000; 32A;13/04/18;9:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J56;13/04/18;10:20;BARCELONA-EL PRAT;12;17;Lluvia;15;Despego;Aterrizo;0 days 01:12:00;72;1
VLG1593; AIRBUS A320;13/04/18;9:15;SANTANDER-SEVE BALLESTEROS;SDR;8;15;Lluvia;4;13/04/18;10:30;BARCELONA-EL PRAT;12;17;Lluvia;4;Despego;Aterrizo;0 days 01:16:00;76;1
VLG1574; AIRBUS A320;13/04/18;9:05;ASTURIAS;OVD;8;14;Lluvia;7;13/04/18;10:30;BARCELONA-EL PRAT;12;17;Lluvia;2;Despego;Aterrizo;0 days 01:18:00;78;1
IBE8262; ATR-72;13/04/18;9:20;MALAGA-COSTA DEL SOL;AGP;8;16;Tormentas localmente fuertes;D45;13/04/18;10:10;MELILLA;12;18;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:01:00;61;1
VLG2020; 32A;13/04/18;10:30;BARCELONA-EL PRAT;BCN;12;17;Lluvia;B48;13/04/18;12:00;GRANADA-JAÉN F.G.L.;5;17;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:25:00;85;1
IBB119; BOMBARDIER CRJ-1000;13/04/18;9:00;GRAN CANARIA;LPA;16;21;Nubosidad variable;A13;13/04/18;9:30;TENERIFE NORTE;17;22;Nubosidad variable;3;Despego;Aterrizo;0 days 00:28:00;28;1
IBB608; ATR-42/72;13/04/18;9:00;LA PALMA;SPC;16;21;Nubosidad variable;5;13/04/18;9:30;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:31:00;31;0
VLG3260; AIRBUS A320;13/04/18;7:35;BILBAO;BIO;7;17;Lluvia moderada;11;13/04/18;9:50;TENERIFE NORTE;17;22;Nubosidad variable;4;Despego;Aterrizo;0 days 01:47:00;107;0
AEA9462; ATR-72;13/04/18;9:25;LA PALMA;SPC;16;21;Nubosidad variable;4;13/04/18;10:00;TENERIFE NORTE;17;22;Nubosidad variable;2;Despego;Aterrizo;0 days 00:36:00;36;0
RYR3063; BOEING 737-800 WINGLETS;13/04/18;8:20;BARCELONA-EL PRAT;BCN;12;17;Lluvia;U40;13/04/18;10:55;TENERIFE NORTE;17;22;Nubosidad variable;4;Despego;Aterrizo;0 days 02:16:00;136;0
IBB650; ATR-42/72;13/04/18;10:30;LA GOMERA;GMZ;16;23;Chubascos dispersos;1;13/04/18;11:00;TENERIFE NORTE;17;22;Nubosidad variable;1;Despego;Aterrizo;0 days 00:34:00;34;0
VLG2111; AIRBUS A320;13/04/18;9:10;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A20;13/04/18;10:50;MALAGA-COSTA DEL SOL;8;16;Tormentas localmente fuertes;35;Despego;Aterrizo;0 days 01:25:00;85;0
IBB208; ATR-72;13/04/18;9:15;GRAN CANARIA;LPA;16;21;Nubosidad variable;A15;13/04/18;9:55;FUERTEVENTURA;16;22;Nubosidad variable;13;Despego;Aterrizo;0 days 00:42:00;42;0
VLG3924; 32A;13/04/18;9:35;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A08;13/04/18;10:30;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 00:47:00;47;0
AEA1703; ATR-72;13/04/18;9:50;IBIZA;IBZ;13;17;Nuboso a muy nuboso;1;13/04/18;10:30;PALMA DE MALLORCA;12;17;Lluvia;11;Despego;Aterrizo;0 days 00:45:00;45;0
VLG3943; AIRBUS A320;13/04/18;9:10;SEVILLA;SVQ;8;17;Chubascos dispersos;4;13/04/18;10:40;PALMA DE MALLORCA;12;17;Lluvia;13;Despego;Aterrizo;0 days 01:26:00;86;0
IBK6771; BOEING 737-800 WINGLETS;13/04/18;9:50;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E81;13/04/18;11:10;PALMA DE MALLORCA;12;17;Lluvia;6;Despego;Aterrizo;0 days 01:24:00;84;1
VLG3980; AIRBUS A320;13/04/18;9:15;PALMA DE MALLORCA;PMI;12;17;Lluvia;D90;13/04/18;11:10;SANTIAGO;10;15;Chubascos dispersos;1;Despego;Aterrizo;0 days 01:46:00;106;0
AEA4537; ATR-72;13/04/18;11:10;PALMA DE MALLORCA;PMI;12;17;Lluvia;B33;13/04/18;11:50;MENORCA;12;17;Lluvia débil;6;Despego;Aterrizo;0 days 00:36:00;36;0
CNF704; ATR-42/72;13/04/18;8:40;LANZAROTE;ACE;17;22;Nubosidad variable;P2;13/04/18;9:25;GRAN CANARIA;16;21;Nubosidad variable;13;Despego;Aterrizo;0 days 00:49:00;49;0
IBB108; ATR-42/72;13/04/18;9:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4A;13/04/18;9:30;GRAN CANARIA;16;21;Nubosidad variable;11;Despego;Aterrizo;0 days 00:35:00;35;1
IBB304; ATR-42/72;13/04/18;8:40;LA PALMA;SPC;16;21;Nubosidad variable;6;13/04/18;9:30;GRAN CANARIA;16;21;Nubosidad variable;12;Despego;Aterrizo;0 days 00:45:00;45;0
IBB114; ATR-42/72;13/04/18;9:15;TENERIFE NORTE;TFN;17;22;Nubosidad variable;4B;13/04/18;9:45;GRAN CANARIA;16;21;Nubosidad variable;11;Despego;Aterrizo;0 days 00:39:00;39;0
IBS3826; AIRBUS A321;13/04/18;8:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;K73;13/04/18;10:40;GRAN CANARIA;16;21;Nubosidad variable;15;Despego;Aterrizo;0 days 01:43:00;103;0
IBB611; ATR-42/72;13/04/18;9:00;TENERIFE NORTE;TFN;17;22;Nubosidad variable;3;13/04/18;9:30;LA PALMA;16;21;Nubosidad variable;4;Despego;Aterrizo;0 days 00:33:00;33;1
RYR6396; BOEING 737-800 WINGLETS;13/04/18;8:50;BARCELONA-EL PRAT;BCN;12;17;Lluvia;R13;13/04/18;10:40;SEVILLA;8;17;Chubascos dispersos;5;Despego;Aterrizo;0 days 01:29:00;89;0
VLG2224; AIRBUS A320;13/04/18;9:05;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A10;13/04/18;10:45;SEVILLA;8;17;Chubascos dispersos;2;Despego;Aterrizo;0 days 01:37:00;97;1
VLG2252; AIRBUS A320;13/04/18;10:05;BARCELONA-EL PRAT;BCN;12;17;Lluvia;A10;13/04/18;11:45;SEVILLA;8;17;Chubascos dispersos;3;Despego;Aterrizo;0 days 01:42:00;102;1
AEA7157; EMBRAER ERJ-195;13/04/18;10:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;E80;13/04/18;11:45;BILBAO;7;17;Lluvia moderada;3;Despego;Aterrizo;0 days 01:06:00;66;1
IBE1100; AIRBUS A319;13/04/18;11:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;6;14;Chubascos dispersos;J48;13/04/18;12:15;BARCELONA-EL PRAT;12;17;Lluvia;15;Despego;Aterrizo;0 days 01:12:00;72;1
